prefecture,fiscal_year,variable_name,variable_label_ja,public_status,search_status,comparison_impact,source_url,notes
北海道,2026,yield,運用利回り,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.hokkaido.lg.jp/kj/skk/71795.html,R8年度途中の基金運用ポートフォリオ公表を確認できず。
北海道,2026,income,運用収入,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.hokkaido.lg.jp/kj/skk/71795.html,R8年度途中の基金運用ポートフォリオ公表を確認できず。
北海道,2026,maturity,年限・平均残存年数,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.hokkaido.lg.jp/kj/skk/71795.html,R8年度途中の基金運用ポートフォリオ公表を確認できず。
北海道,2026,maturity_structure,満期構成・ラダー,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.hokkaido.lg.jp/kj/skk/71795.html,R8年度途中の基金運用ポートフォリオ公表を確認できず。
北海道,2026,investment_policy,運用方針,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.hokkaido.lg.jp/kj/skk/71795.html,R8年度途中の基金運用ポートフォリオ公表を確認できず。
北海道,2026,risk_policy,リスク管理方針,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.hokkaido.lg.jp/kj/skk/71795.html,R8年度途中の基金運用ポートフォリオ公表を確認できず。
青森県,2025,fund_balance,基金残高/平均基金残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。
青森県,2025,securities_balance,有価証券・債券残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。
青森県,2025,government_bond_balance,国債残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。
青森県,2025,bond_breakdown,債券内訳,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。
青森県,2025,yield,運用利回り,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。
青森県,2025,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。
青森県,2025,maturity,年限・平均残存年数,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。
青森県,2025,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。
青森県,2025,investment_policy,運用方針,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。
青森県,2025,risk_policy,リスク管理方針,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,R7決算公表を確認したが、基金全体の運用商品の内訳・利回り等の比較可能な運用表は本調査では確認できず。
青森県,2026,fund_balance,基金残高/平均基金残高,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
青森県,2026,securities_balance,有価証券・債券残高,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
青森県,2026,government_bond_balance,国債残高,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
青森県,2026,bond_breakdown,債券内訳,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
青森県,2026,yield,運用利回り,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
青森県,2026,income,運用収入,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
青森県,2026,maturity,年限・平均残存年数,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,HIGH,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
青森県,2026,maturity_structure,満期構成・ラダー,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
青森県,2026,investment_policy,運用方針,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
青森県,2026,risk_policy,リスク管理方針,SEARCHED_NOT_FOUND,SEARCHED_NOT_FOUND,MEDIUM,https://www.pref.aomori.lg.jp/soshiki/suito/keiri/kessan_main.html,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
岩手県,2025,fund_balance,基金残高/平均基金残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。
岩手県,2025,securities_balance,有価証券・債券残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。
岩手県,2025,government_bond_balance,国債残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。
岩手県,2025,bond_breakdown,債券内訳,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。
岩手県,2025,yield,運用利回り,AVAILABLE,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。
岩手県,2025,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。
岩手県,2025,maturity,年限・平均残存年数,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。
岩手県,2025,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。
岩手県,2025,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。
岩手県,2025,risk_policy,リスク管理方針,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,R7見込み利回り0.29%は確認できるが、基金全体の平均残高・債券残高の確定実績は未確認。
岩手県,2026,fund_balance,基金残高/平均基金残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,方針変更は確認できるがR8数値は未確認。
岩手県,2026,securities_balance,有価証券・債券残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,方針変更は確認できるがR8数値は未確認。
岩手県,2026,government_bond_balance,国債残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,方針変更は確認できるがR8数値は未確認。
岩手県,2026,bond_breakdown,債券内訳,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,方針変更は確認できるがR8数値は未確認。
岩手県,2026,yield,運用利回り,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,方針変更は確認できるがR8数値は未確認。
岩手県,2026,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,方針変更は確認できるがR8数値は未確認。
岩手県,2026,maturity,年限・平均残存年数,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,方針変更は確認できるがR8数値は未確認。
岩手県,2026,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,方針変更は確認できるがR8数値は未確認。
岩手県,2026,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,方針変更は確認できるがR8数値は未確認。
岩手県,2026,risk_policy,リスク管理方針,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www3.pref.iwate.jp/gikai/user/www/Zenbun/page/350/1164174/1164244,方針変更は確認できるがR8数値は未確認。
宮城県,2025,fund_balance,基金残高/平均基金残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。
宮城県,2025,securities_balance,有価証券・債券残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。
宮城県,2025,government_bond_balance,国債残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。
宮城県,2025,bond_breakdown,債券内訳,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。
宮城県,2025,yield,運用利回り,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。
宮城県,2025,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。
宮城県,2025,maturity,年限・平均残存年数,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。
宮城県,2025,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。
宮城県,2025,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。
宮城県,2025,risk_policy,リスク管理方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.miyagi.jp/soshiki/kaishi/toshi-hyomei2.html,長期運用可能資金の一部で債券購入を行い、基金で債券を保有していることは公式確認。基金全体の債券残高・利回り等は未確認。
宮城県,2026,fund_balance,基金残高/平均基金残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。
宮城県,2026,securities_balance,有価証券・債券残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。
宮城県,2026,government_bond_balance,国債残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。
宮城県,2026,bond_breakdown,債券内訳,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。
宮城県,2026,yield,運用利回り,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。
宮城県,2026,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。
宮城県,2026,maturity,年限・平均残存年数,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。
宮城県,2026,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。
宮城県,2026,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。
宮城県,2026,risk_policy,リスク管理方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.miyagi.jp/soshiki/kaishi/index.html,長期運用可能基金で債券投資を行う方針は確認できるがR8数値なし。
秋田県,2025,fund_balance,基金残高/平均基金残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。
秋田県,2025,securities_balance,有価証券・債券残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。
秋田県,2025,government_bond_balance,国債残高,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。
秋田県,2025,bond_breakdown,債券内訳,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。
秋田県,2025,yield,運用利回り,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。
秋田県,2025,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。
秋田県,2025,maturity,年限・平均残存年数,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。
秋田県,2025,maturity_structure,満期構成・ラダー,NOT_COMPARABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。
秋田県,2025,investment_policy,運用方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。
秋田県,2025,risk_policy,リスク管理方針,AVAILABLE,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,債券運用拡大の方針は確認できるが、R7基金全体の債券残高・利回り等は未確認。
秋田県,2026,fund_balance,基金残高/平均基金残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
秋田県,2026,securities_balance,有価証券・債券残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
秋田県,2026,government_bond_balance,国債残高,PARTIAL,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
秋田県,2026,bond_breakdown,債券内訳,PARTIAL,PARTIAL_OFFICIAL,MEDIUM,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
秋田県,2026,yield,運用利回り,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
秋田県,2026,income,運用収入,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
秋田県,2026,maturity,年限・平均残存年数,NOT_COMPARABLE,PARTIAL_OFFICIAL,HIGH,https://www.pref.akita.lg.jp/uploads/public/archive_0000094309_00/%E8%A1%8C%E8%B2%A1%E6%94%BF%E9%81%8B%E5%96%B6%E6%96%B9%E9%87%9D.pdf,公式サイトをR7/R8、公金運用、基金運用、債券、国債等の語で検索したが、当該年度の比較可能な数値資料を確認できず。
