決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和5年度末現在高,002:令和6年度・歳出決算額,003:令和6年度・取崩し額,004:令和6年度・歳計剰余金処分によるもの,005:調整額,006:令和6年度末現在高,007:6列の管理状況・現金・預金,008:6列の管理状況・信託,009:6列の管理状況・有価証券,010:6列の管理状況・有価証券・うち地方債,011:6列の管理状況・出資金,012:6列の管理状況・その他
2024,62,220001,静岡県,静岡県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,5731748,11856,1548000,0,0,4195604,4195604,0,0,0,0,0
2024,62,230006,愛知県,愛知県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,152161312,131346132,0,0,0,283507444,283507444,0,0,0,0,0
2024,62,240001,三重県,三重県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,51334021,5244952,2861839,5590000,0,59307134,57601764,0,1705370,1705370,0,0
2024,62,250007,滋賀県,滋賀県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,31816116,506496,594313,0,0,31728299,31728299,0,0,0,0,0
2024,62,260002,京都府,京都府,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,521061,6592132,5625741,0,0,1487452,1487452,0,0,0,0,0
2024,62,270008,大阪府,大阪府,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,334935641,66710342,59745000,13291739,0,355192722,355192722,0,0,0,0,0
2024,62,280003,兵庫県,兵庫県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,24392345,9694054,15796000,0,0,18290399,18290399,0,0,0,0,0
2024,62,290009,奈良県,奈良県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,25666300,4510477,0,0,0,30176777,25176777,0,5000000,0,0,0
2024,62,300004,和歌山県,和歌山県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,9632609,9014720,4126008,0,0,14521321,14521321,0,0,0,0,0
2024,62,310000,鳥取県,鳥取県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,4003605,6760,0,0,1,4010366,4010366,0,0,0,0,0
2024,62,320005,島根県,島根県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,17876017,567949,0,0,0,18443966,4234155,0,14209811,1796027,0,0
2024,62,330001,岡山県,岡山県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,30461959,17604644,9912639,0,0,38153964,32907228,0,5246736,3116096,0,0
2024,62,340006,広島県,広島県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,30397167,2503849,0,0,0,32901016,32901016,0,0,0,0,0
2024,62,350001,山口県,山口県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,22381245,12812129,10700000,0,0,24493374,24493374,0,0,0,0,0
2024,62,360007,徳島県,徳島県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,18973782,7613122,8000000,0,0,18586904,18586904,0,0,0,0,0
2024,62,370002,香川県,香川県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,16710988,3482307,2993479,0,0,17199816,17199816,0,0,0,0,0
2024,62,380008,愛媛県,愛媛県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,27371587,2646794,3904208,0,0,26114173,26070070,0,44103,0,0,0
2024,62,390003,高知県,高知県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,22075898,11233,0,1361582,2,23448715,23448715,0,0,0,0,0
2024,62,400009,福岡県,福岡県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,47365007,24069625,9879647,5918651,0,67473636,67473636,0,0,0,0,0
2024,62,410004,佐賀県,佐賀県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,17797312,4785259,5100000,0,0,17482571,17482571,0,0,0,0,0
2024,62,420000,長崎県,長崎県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,13211507,555796,4000000,0,0,9767303,9767303,0,0,0,0,0
2024,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,1793119,9719,0,0,0,1802838,840773,0,962065,568800,0,0
2024,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,14810773,2740790,4026423,0,0,13525140,6088675,0,7436465,0,0,0
2024,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,20546404,6212363,4532011,0,0,22226756,22226756,0,0,0,0,0
2024,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,17572049,8200624,8172691,0,0,17599982,15188461,0,2411521,2411521,0,0
2024,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,41961717,18794093,19194825,0,0,41560985,41560985,0,0,0,0,0
2024,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,01,積立基金・財政調整基金,2479756738,632164626,389627238,34425371,22993,2756742490,2504166044,0,123997378,85454591,0,128579068
決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和5年度末現在高,002:令和6年度・歳出決算額,003:令和6年度・取崩し額,004:令和6年度・歳計剰余金処分によるもの,005:調整額,006:令和6年度末現在高,007:6列の管理状況・現金・預金,008:6列の管理状況・信託,009:6列の管理状況・有価証券,010:6列の管理状況・有価証券・うち地方債,011:6列の管理状況・出資金,012:6列の管理状況・その他
2024,62,010006,北海道,北海道,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,57496342,41457282,31316936,0,0,67636688,67636688,0,0,0,0,0
2024,62,020001,青森県,青森県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,21107312,3127485,1178476,0,0,23056321,23056321,0,0,0,0,0
2024,62,030007,岩手県,岩手県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,33326962,4173082,1243378,0,54608,36311274,0,0,9100000,3300000,0,27211274
2024,62,040002,宮城県,宮城県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,19749762,336331,322308,0,0,19763785,19763785,0,0,0,0,0
2024,62,050008,秋田県,秋田県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,30709166,2883068,6139730,0,0,27452504,22452504,0,5000000,0,0,0
2024,62,060003,山形県,山形県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,18910392,10023,618525,0,0,18301890,18301890,0,0,0,0,0
2024,62,070009,福島県,福島県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,29929775,0,0,0,0,29929775,29929775,0,0,0,0,0
2024,62,080004,茨城県,茨城県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,51805553,6343844,10890369,0,0,47259028,47259028,0,0,0,0,0
2024,62,090000,栃木県,栃木県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,32812116,4304598,3506920,0,0,33609794,33609794,0,0,0,0,0
2024,62,100005,群馬県,群馬県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,3082403,5194633,2569398,0,0,5707638,5707638,0,0,0,0,0
2024,62,110001,埼玉県,埼玉県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,42411848,12517014,4534401,0,0,50394461,17888709,0,32505752,31945762,0,0
2024,62,120006,千葉県,千葉県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,49900024,11350894,4082414,0,0,57168504,57168504,0,0,0,0,0
2024,62,130001,東京都,東京都,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,0,0,0,0,0,0,0,0,0,0,0,0
2024,62,140007,神奈川県,神奈川県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,56174494,22675888,8245734,0,0,70604648,70604648,0,0,0,0,0
2024,62,150002,新潟県,新潟県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,43307182,6908417,5434925,0,-73491,44707183,42767183,0,1940000,300000,0,0
2024,62,160008,富山県,富山県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,23974991,8980928,3500000,0,0,29455919,25455919,0,4000000,0,0,0
2024,62,170003,石川県,石川県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,53451420,11473329,0,0,0,64924749,64924749,0,0,0,0,0
2024,62,180009,福井県,福井県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,3461061,205821,0,0,0,3666882,3666882,0,0,0,0,0
2024,62,190004,山梨県,山梨県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,18689361,2452503,920000,0,950,20222814,12382814,0,7840000,1000000,0,0
2024,62,200000,長野県,長野県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,19848392,13694,4100000,0,0,15762086,15762086,0,0,0,0,0
2024,62,210005,岐阜県,岐阜県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,36309807,4450029,29739,0,0,40730097,23733383,0,16996714,11863026,0,0
2024,62,220001,静岡県,静岡県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,80407573,10018359,22396144,0,0,68029788,68029788,0,0,0,0,0
2024,62,230006,愛知県,愛知県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,100057160,4246362,4026302,0,0,100277220,100277220,0,0,0,0,0
2024,62,240001,三重県,三重県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,21159727,7287201,230473,0,0,28216455,28216455,0,0,0,0,0
2024,62,250007,滋賀県,滋賀県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,12290311,3299791,1264687,0,0,14325415,14325415,0,0,0,0,0
2024,62,260002,京都府,京都府,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,0,0,0,0,0,0,0,0,0,0,0,0
2024,62,270008,大阪府,大阪府,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,9904106,1160916,1163780,0,-3187,9898055,9898055,0,0,0,0,0
2024,62,280003,兵庫県,兵庫県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,0,0,0,0,0,0,0,0,0,0,0,0
2024,62,290009,奈良県,奈良県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,16027732,5436772,1199683,0,0,20264821,17364821,0,2900000,0,0,0
2024,62,300004,和歌山県,和歌山県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,21004629,13287856,3845558,0,0,30446927,30446927,0,0,0,0,0
2024,62,310000,鳥取県,鳥取県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,10138464,73658,0,0,0,10212122,6436666,0,3775456,3775456,0,0
2024,62,320005,島根県,島根県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,9838266,9239031,8875137,0,-1,10202159,10202159,0,0,0,0,0
2024,62,330001,岡山県,岡山県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,19848456,4201842,3038137,0,0,21012161,17978287,0,3033874,1801852,0,0
2024,62,340006,広島県,広島県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,12526280,161871,4000000,0,0,8688151,8688151,0,0,0,0,0
2024,62,350001,山口県,山口県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,2415429,3208728,1207106,0,0,4417051,4417051,0,0,0,0,0
2024,62,360007,徳島県,徳島県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,27757056,2530028,869000,0,0,29418084,29418084,0,0,0,0,0
2024,62,370002,香川県,香川県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,30750489,5981956,4178001,0,0,32554444,32554444,0,0,0,0,0
2024,62,380008,愛媛県,愛媛県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,21052817,3009292,1131233,0,0,22930876,22930876,0,0,0,0,0
2024,62,390003,高知県,高知県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,14605417,125168,1570901,0,0,13159684,10880377,0,2279307,0,0,0
2024,62,400009,福岡県,福岡県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,60206489,13035055,38884247,0,0,34357297,34357297,0,0,0,0,0
2024,62,410004,佐賀県,佐賀県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,17165734,6577449,4889124,0,0,18854059,18854059,0,0,0,0,0
2024,62,420000,長崎県,長崎県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,32650463,3458945,1327134,0,0,34782274,5620149,0,29162125,11698114,0,0
2024,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,49061455,25389889,11653503,0,0,62797841,29286455,0,33511386,19812888,0,0
2024,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,23185142,5666590,5532378,0,0,23319354,10497782,0,12821572,0,0,0
2024,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,45070192,17182975,21251816,0,0,41001351,18801386,0,22199965,0,0,0
2024,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,7444862,11835,0,0,0,7456697,6434992,0,1021705,1021704,0,0
2024,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,39814538,2872009,4300000,0,0,38386547,38386547,0,0,0,0,0
2024,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,02,積立基金・減債基金,1330841150,296322441,235467597,0,-21121,1391674873,1176375743,0,188087856,86518802,0,27211274
決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和5年度末現在高,002:令和6年度・歳出決算額,003:令和6年度・取崩し額,004:令和6年度・歳計剰余金処分によるもの,005:調整額,006:令和6年度末現在高,007:6列の管理状況・現金・預金,008:6列の管理状況・信託,009:6列の管理状況・有価証券,010:6列の管理状況・有価証券・うち地方債,011:6列の管理状況・出資金,012:6列の管理状況・その他
2024,62,010006,北海道,北海道,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,59125114,17538788,25146929,0,17550,51534523,45044523,0,6490000,0,0,0
2024,62,020001,青森県,青森県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,110671300,18205765,10170996,0,21777,118727846,115386260,0,3245000,3245000,0,96586
2024,62,030007,岩手県,岩手県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,53785593,4258185,11946513,0,282720,46379985,0,0,3512076,740000,0,42867909
2024,62,040002,宮城県,宮城県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,164663998,43702884,68530139,0,0,139836743,121671449,0,18165294,974958,0,0
2024,62,050008,秋田県,秋田県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,30383869,18441133,18537120,0,-181507,30106375,28198490,0,1650000,650000,0,257885
2024,62,060003,山形県,山形県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,24834464,5116209,6902742,0,433,23048364,20817456,0,2204756,0,0,26152
2024,62,070009,福島県,福島県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,468421055,56797220,77654585,0,3684,447567374,364958428,0,82483065,4899223,0,125881
2024,62,080004,茨城県,茨城県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,108109993,16599256,13326282,0,-28807,111354160,111161165,0,0,0,0,192995
2024,62,090000,栃木県,栃木県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,49931814,13035636,12041585,0,-4520,50921345,39091215,0,11536689,6390000,0,293441
2024,62,100005,群馬県,群馬県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,31988789,14237362,12148605,0,-5645,34071901,32004734,0,1996961,1696961,0,70206
2024,62,110001,埼玉県,埼玉県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,124620122,20469602,16043611,0,-617022,128429091,49858201,0,78570890,77217319,0,0
2024,62,120006,千葉県,千葉県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,256263861,47606919,30632640,0,1,273238141,273138141,0,100000,0,0,0
2024,62,130001,東京都,東京都,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,1961552603,216119647,365328667,0,0,1812343583,1560833596,0,245571799,0,0,5938188
2024,62,140007,神奈川県,神奈川県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,249523460,100135354,100525790,0,0,249133024,231525041,0,17395809,17395809,0,212174
2024,62,150002,新潟県,新潟県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,37764633,12031837,12516098,0,-42225,37238147,36159316,0,1000000,120000,0,78831
2024,62,160008,富山県,富山県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,34884499,5037695,9628403,0,-12895,30280896,28792282,0,1365132,560000,0,123482
2024,62,170003,石川県,石川県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,74344613,125688644,14124112,0,-2,185909143,185239809,0,10029,0,0,659305
2024,62,180009,福井県,福井県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,33345744,6201799,10325468,0,-1079,29220996,28320996,0,900000,0,0,0
2024,62,190004,山梨県,山梨県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,51379602,8645595,5847933,0,256,54177520,36075451,0,18102069,800000,0,0
2024,62,200000,長野県,長野県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,83596020,16297396,13771746,0,-1804,86119866,79646571,0,6419927,4119927,0,53368
2024,62,210005,岐阜県,岐阜県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,37150943,7517769,10999727,0,25132,33694117,33694117,0,0,0,0,0
2024,62,220001,静岡県,静岡県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,52627489,29752952,20120959,0,0,62259482,31610348,0,30649134,19396220,0,0
2024,62,230006,愛知県,愛知県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,109956280,44778572,30016813,0,4112,124722151,120247049,0,4196504,4196504,0,278598
2024,62,240001,三重県,三重県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,35038254,12546677,16692491,0,0,30892440,30174116,0,718324,718324,0,0
2024,62,250007,滋賀県,滋賀県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,48281657,10196302,9637173,0,-1366,48839420,45525332,0,3145084,0,0,169004
2024,62,260002,京都府,京都府,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,26791347,24615576,11951426,0,0,39455497,38255497,0,1200000,1200000,0,0
2024,62,270008,大阪府,大阪府,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,116874965,35679485,25320360,0,147607,127381697,120386458,0,4996836,1521832,0,1998403
2024,62,280003,兵庫県,兵庫県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,107517046,28226443,31370792,0,0,104372697,96789457,0,5301000,0,0,2282240
2024,62,290009,奈良県,奈良県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,146267206,14451641,25327965,0,-6026,135384856,98991503,0,36300000,0,0,93353
2024,62,300004,和歌山県,和歌山県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,50872713,3774222,17157356,0,0,37489579,37489579,0,0,0,0,0
2024,62,310000,鳥取県,鳥取県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,49399497,9761717,11917674,0,1,47243541,42727295,0,4516246,4516246,0,0
2024,62,320005,島根県,島根県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,24977163,4827458,4554804,0,-3,25249814,9203942,0,16045872,1916492,0,0
2024,62,330001,岡山県,岡山県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,55890294,8208988,13618907,0,0,50480375,45266895,0,5213480,2804390,0,0
2024,62,340006,広島県,広島県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,118648288,37462246,35169193,0,13566,120954907,119927578,0,0,0,0,1027329
2024,62,350001,山口県,山口県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,49285334,25290183,12275462,0,-1,62300054,62277385,0,0,0,0,22669
2024,62,360007,徳島県,徳島県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,44397740,14525877,8782281,0,1797,50143133,49389359,0,706514,0,0,47260
2024,62,370002,香川県,香川県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,32117728,7384147,7144682,0,-1,32357192,32357192,0,0,0,0,0
2024,62,380008,愛媛県,愛媛県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,80764253,18820154,18401782,0,1,81182626,79686415,0,1496211,0,0,0
2024,62,390003,高知県,高知県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,17610835,5212476,6592944,0,21063,16251430,15974906,0,0,0,0,276524
2024,62,400009,福岡県,福岡県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,82476698,18517008,21679889,0,2151,79315968,60946705,0,18291986,3432064,0,77277
2024,62,410004,佐賀県,佐賀県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,40492722,3683443,16477868,0,18704,27717001,27665834,0,0,0,0,51167
2024,62,420000,長崎県,長崎県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,54600413,10832212,11027262,0,1,54405364,28064903,0,26340461,5512610,0,0
2024,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,48095447,6866549,14876897,0,-248,40084851,30209491,0,9826168,5809511,0,49192
2024,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,46042214,8522295,7880522,0,365220,47049207,23248725,0,23338162,0,0,462320
2024,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,76554413,13742706,14599277,0,-314,75697528,49226745,0,26333272,727636,0,137511
2024,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,81854973,29066045,8911754,0,134,102009398,87068711,0,14907996,13824179,0,32691
2024,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,78799031,16476003,7432979,0,372362,88214417,78816167,0,9398250,5389717,0,0
2024,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,03,積立基金・その他特定目的基金,5722576089,1216906072,1255089203,0,394807,5684787765,4883144828,0,743640996,189774922,0,58001941
