決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和3年度末現在高,002:令和4年度・歳出決算額,003:令和4年度・取崩し額,004:令和4年度・歳計剰余金処分によるもの,005:調整額,006:令和4年度末現在高,007:6列の管理状況・現金・預金,008:6列の管理状況・信託,009:6列の管理状況・有価証券,010:6列の管理状況・有価証券・うち地方債,011:6列の管理状況・出資金,012:6列の管理状況・その他
2022,62,210005,岐阜県,岐阜県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,37737415,6163577,10909942,0,0,32991050,32991050,0,0,0,0,0
2022,62,220001,静岡県,静岡県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,8927622,1391,3200000,0,0,5729013,5729013,0,0,0,0,0
2022,62,230006,愛知県,愛知県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,145438894,37023451,0,0,0,182462345,182462345,0,0,0,0,0
2022,62,240001,三重県,三重県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,38059237,8376062,3209689,10030000,0,53255610,51805474,0,1450136,1450136,0,0
2022,62,250007,滋賀県,滋賀県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,32059654,462462,3770209,0,0,28751907,28751907,0,0,0,0,0
2022,62,260002,京都府,京都府,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,21059,8207161,8207160,0,0,21060,21060,0,0,0,0,0
2022,62,270008,大阪府,大阪府,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,367906593,39892016,88001410,13382776,0,333179975,333179975,0,0,0,0,0
2022,62,280003,兵庫県,兵庫県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,3282757,17873178,14456705,0,0,6699230,6699230,0,0,0,0,0
2022,62,290009,奈良県,奈良県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,23520749,691777,0,0,0,24212526,24212526,0,0,0,0,0
2022,62,300004,和歌山県,和歌山県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,3106819,1527224,0,0,0,4634043,4634043,0,0,0,0,0
2022,62,310000,鳥取県,鳥取県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,4003341,77,0,0,0,4003418,4003418,0,0,0,0,0
2022,62,320005,島根県,島根県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,16719191,1085801,0,0,0,17804992,3980441,0,13824551,1907396,0,0
2022,62,330001,岡山県,岡山県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,40581973,13627741,17522011,0,0,36687703,32087188,0,4600515,2835999,0,0
2022,62,340006,広島県,広島県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,27300271,6902529,8609763,0,0,25593037,25593037,0,0,0,0,0
2022,62,350001,山口県,山口県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,20052294,18679401,11100000,0,0,27631695,27631695,0,0,0,0,0
2022,62,360007,徳島県,徳島県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,14671113,10001288,5000000,0,0,19672401,19672401,0,0,0,0,0
2022,62,370002,香川県,香川県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,16878021,3391129,3187002,0,0,17082148,17082148,0,0,0,0,0
2022,62,380008,愛媛県,愛媛県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,25932122,4373813,0,0,0,30305935,30261832,0,44103,0,0,0
2022,62,390003,高知県,高知県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,19231878,4521,0,996641,0,20233040,20233040,0,0,0,0,0
2022,62,400009,福岡県,福岡県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,34978655,11283,0,10637234,0,45627172,45627172,0,0,0,0,0
2022,62,410004,佐賀県,佐賀県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,18741069,3262792,4000000,0,0,18003861,18003861,0,0,0,0,0
2022,62,420000,長崎県,長崎県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,20176730,381777,4000000,0,0,16558507,16558507,0,0,0,0,0
2022,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,1778389,7489,0,0,0,1785878,841296,0,944582,538026,0,0
2022,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,9962148,2033864,1122324,0,1,10873689,5140569,0,5733120,2159372,0,0
2022,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,21545584,428,3000000,0,0,18546012,18546012,0,0,0,0,0
2022,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,17560043,9271800,9269857,0,0,17561986,16522360,0,1039626,1039626,0,0
2022,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,46550406,14142467,18293630,0,0,42399243,42399243,0,0,0,0,0
2022,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,1,積立基金・財政調整基金,2533590793,597616376,659834225,42128599,-74999283,2438502260,2215656608,0,93143360,74240360,0,129702292
決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和3年度末現在高,002:令和4年度・歳出決算額,003:令和4年度・取崩し額,004:令和4年度・歳計剰余金処分によるもの,005:調整額,006:令和4年度末現在高,007:6列の管理状況・現金・預金,008:6列の管理状況・信託,009:6列の管理状況・有価証券,010:6列の管理状況・有価証券・うち地方債,011:6列の管理状況・出資金,012:6列の管理状況・その他
2022,62,10006,北海道,北海道,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,57839880,15011538,17000000,0,0,55851418,55851418,0,0,0,0,0
2022,62,20001,青森県,青森県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,18744032,3417,0,0,-1,18747448,18747448,0,0,0,0,0
2022,62,30007,岩手県,岩手県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,29790440,0,0,0,6572,29797012,0,0,8100000,3000000,0,21697012
2022,62,40002,宮城県,宮城県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,19748774,88392,87898,0,0,19749268,19749268,0,0,0,0,0
2022,62,50008,秋田県,秋田県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,21182415,3011238,0,0,0,24193653,24193653,0,0,0,0,0
2022,62,60003,山形県,山形県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,22806392,433,3896433,0,0,18910392,18910392,0,0,0,0,0
2022,62,70009,福島県,福島県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,29929775,0,0,0,0,29929775,29929775,0,0,0,0,0
2022,62,80004,茨城県,茨城県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,47242674,89791,87094,0,0,47245371,47245371,0,0,0,0,0
2022,62,90000,栃木県,栃木県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,36094633,13738,1432008,0,0,34676363,34676363,0,0,0,0,0
2022,62,100005,群馬県,群馬県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,1485,784645,784641,0,0,1489,1489,0,0,0,0,0
2022,62,110001,埼玉県,埼玉県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,33174266,83127,0,0,0,33257393,10714126,0,22543267,22177595,0,0
2022,62,120006,千葉県,千葉県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,41435944,149102,0,0,0,41585046,41585046,0,0,0,0,0
2022,62,130001,東京都,東京都,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,0,0,0,0,0,0,0,0,0,0,0,0
2022,62,140007,神奈川県,神奈川県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,67781743,6754244,18830437,0,0,55705550,55705550,0,0,0,0,0
2022,62,150002,新潟県,新潟県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,27939120,5314248,0,0,-58006,33195362,33195362,0,0,0,0,0
2022,62,160008,富山県,富山県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,30515918,186413,4000000,0,0,26702331,19802331,0,6900000,0,0,0
2022,62,170003,石川県,石川県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,50833820,4800795,3200000,0,0,52434615,52434615,0,0,0,0,0
2022,62,180009,福井県,福井県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,3212173,104030,0,0,0,3316203,3316203,0,0,0,0,0
2022,62,190004,山梨県,山梨県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,16848512,182,0,0,91,16848785,16848785,0,0,0,0,0
2022,62,200000,長野県,長野県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,23843301,243,0,0,0,23843544,23843544,0,0,0,0,0
2022,62,210005,岐阜県,岐阜県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,25689953,10078725,620,0,0,35768058,3777721,0,31990337,22591255,0,0
2022,62,220001,静岡県,静岡県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,76628882,8343928,1515493,0,0,83457317,83457317,0,0,0,0,0
2022,62,230006,愛知県,愛知県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,99984119,2257059,2239980,0,0,100001198,100001198,0,0,0,0,0
2022,62,240001,三重県,三重県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,16655415,62410,62410,0,0,16655415,16655415,0,0,0,0,0
2022,62,250007,滋賀県,滋賀県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,19677300,61857,2355223,0,0,17383934,17383934,0,0,0,0,0
2022,62,260002,京都府,京都府,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,0,0,0,0,0,0,0,0,0,0,0,0
2022,62,270008,大阪府,大阪府,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,22246871,1611918,15909682,13382776,-4649,21327234,21327234,0,0,0,0,0
2022,62,280003,兵庫県,兵庫県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,0,0,0,0,0,0,0,0,0,0,0,0
2022,62,290009,奈良県,奈良県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,13731385,336495,351594,0,0,13716286,10816286,0,2900000,0,0,0
2022,62,300004,和歌山県,和歌山県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,17788457,2234,716,0,0,17789975,17789975,0,0,0,0,0
2022,62,310000,鳥取県,鳥取県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,10003319,101241,0,0,0,10104560,5665960,0,4438600,4438600,0,0
2022,62,320005,島根県,島根県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,19526850,5522709,18212982,0,0,6836577,1528369,0,5308208,2058389,0,0
2022,62,330001,岡山県,岡山県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,13893369,3663280,0,0,0,17556649,15355104,0,2201545,1357148,0,0
2022,62,340006,広島県,広島県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,19320508,116796,0,0,0,19437304,19437304,0,0,0,0,0
2022,62,350001,山口県,山口県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,1187,0,0,0,0,1187,1187,0,0,0,0,0
2022,62,360007,徳島県,徳島県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,20621130,5196033,0,0,0,25817163,25817163,0,0,0,0,0
2022,62,370002,香川県,香川県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,28333650,2970912,1610560,0,0,29694002,29694002,0,0,0,0,0
2022,62,380008,愛媛県,愛媛県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,18785870,2249,0,0,0,18788119,18788119,0,0,0,0,0
2022,62,390003,高知県,高知県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,16235965,52862,0,0,2299802,18588629,16228922,0,2359707,1089058,0,0
2022,62,400009,福岡県,福岡県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,71053874,17611768,19465296,0,0,69200346,69200346,0,0,0,0,0
2022,62,410004,佐賀県,佐賀県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,17282512,13993,1367761,0,0,15928744,15928744,0,0,0,0,0
2022,62,420000,長崎県,長崎県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,19776971,8618847,130874,0,0,28264944,23814829,0,4450115,0,0,0
2022,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,62170617,9833892,9902504,0,0,62102005,29255178,0,32846827,18709270,0,0
2022,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,22074221,1816380,1521250,0,0,22369351,10575178,0,11794173,4442260,0,0
2022,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,44985836,18836813,18364845,0,0,45457804,36776833,0,8680971,0,0,0
2022,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,7439957,698,0,0,1,7440656,7000188,0,440468,440468,0,0
2022,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,40627078,9247752,10000000,0,0,39874830,39874830,0,0,0,0,0
2022,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,2,積立基金・減債基金,1303500593,142756427,152330301,13382776,2243810,1309553305,1142902075,0,144954218,80304043,0,21697012
決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和3年度末現在高,002:令和4年度・歳出決算額,003:令和4年度・取崩し額,004:令和4年度・歳計剰余金処分によるもの,005:調整額,006:令和4年度末現在高,007:6列の管理状況・現金・預金,008:6列の管理状況・信託,009:6列の管理状況・有価証券,010:6列の管理状況・有価証券・うち地方債,011:6列の管理状況・出資金,012:6列の管理状況・その他
2022,62,10006,北海道,北海道,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,36126060,13003643,10917339,0,-8578,38203786,29951600,0,6490000,2000000,0,1762186
2022,62,20001,青森県,青森県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,87166678,17610851,6060135,0,15751,98733145,95443633,0,3230157,3230157,0,59355
2022,62,30007,岩手県,岩手県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,36902355,21889000,6957103,0,240937,52075189,30000,0,1112076,740000,0,50933113
2022,62,40002,宮城県,宮城県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,157699157,47071262,47020557,0,-2,157749860,152734135,0,5015725,5007639,0,0
2022,62,50008,秋田県,秋田県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,35103495,3862011,8704467,0,-22182,30238857,29336812,0,650000,0,0,252045
2022,62,60003,山形県,山形県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,28976238,3846407,4827165,0,1625,27997105,26814256,0,1157921,0,0,24928
2022,62,70009,福島県,福島県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,489020401,47802032,70600363,0,11388,466233458,387636277,0,78494755,2399483,0,102426
2022,62,80004,茨城県,茨城県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,99586652,11764881,8413705,0,-12942,102924886,102742737,0,0,0,0,182149
2022,62,90000,栃木県,栃木県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,51066859,11951381,15496414,0,-3093,47518733,40040794,0,7130000,5440000,0,347939
2022,62,100005,群馬県,群馬県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,23190502,8499800,5680231,0,-5907,26004164,22486083,0,3447664,2546239,0,70417
2022,62,110001,埼玉県,埼玉県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,120201700,30057870,20278629,0,0,129980941,50058241,0,79922700,78626282,0,0
2022,62,120006,千葉県,千葉県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,219273580,51882673,20608425,0,-1,250547827,250447827,0,100000,0,0,0
2022,62,130001,東京都,東京都,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,1459945468,746239559,494417705,0,0,1711767322,1605148170,0,101000000,0,0,5619152
2022,62,140007,神奈川県,神奈川県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,93766518,111227384,60737074,0,75000000,219256828,202105341,0,16926065,16926065,0,225422
2022,62,150002,新潟県,新潟県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,30315308,5360779,5269354,0,16430,30423163,30344850,0,0,0,78313,0
2022,62,160008,富山県,富山県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,25089511,9808734,4367134,0,-8291,30522820,28995404,0,1407497,630000,0,119919
2022,62,170003,石川県,石川県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,68627915,5759554,3148115,0,-2000614,69238740,68571439,0,10029,0,0,657272
2022,62,180009,福井県,福井県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,21940243,6188219,4310538,0,8,23817932,22917932,0,900000,0,0,0
2022,62,190004,山梨県,山梨県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,43278026,8768521,2409392,0,51,49637206,40334243,0,9302963,800000,0,0
2022,62,200000,長野県,長野県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,51012859,17495828,7387272,0,-1932,61119483,54979743,0,6088710,4098110,0,51030
2022,62,210005,岐阜県,岐阜県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,38320684,10519061,15376532,0,1414,33464627,33464627,0,0,0,0,0
2022,62,220001,静岡県,静岡県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,58158766,8872721,14636227,0,0,52395260,25819671,0,26575589,15791288,0,0
2022,62,230006,愛知県,愛知県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,82830731,30131352,19678122,0,-7213,93276748,88827673,0,4200000,4200000,0,249075
2022,62,240001,三重県,三重県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,22828880,14850790,12238144,0,0,25441526,25060771,0,380755,380755,0,0
2022,62,250007,滋賀県,滋賀県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,35855654,13140861,6601487,0,-16571,42378457,39837162,0,2377909,0,0,163386
2022,62,260002,京都府,京都府,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,16852129,9251928,7125734,0,0,18978323,16978611,0,1999712,1200000,0,0
2022,62,270008,大阪府,大阪府,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,120286214,34659761,34122768,0,1685,120824892,112437613,0,6428604,2619164,0,1958675
2022,62,280003,兵庫県,兵庫県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,43701788,109749430,55263780,0,0,98187438,90055133,0,5866000,0,0,2266305
2022,62,290009,奈良県,奈良県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,140387012,15279779,5234933,0,-46786,150385072,140694517,0,9599900,0,0,90655
2022,62,300004,和歌山県,和歌山県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,33742232,20065253,4906204,0,0,48901281,48901281,0,0,0,0,0
2022,62,310000,鳥取県,鳥取県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,49042239,4682430,5330062,0,0,48394607,46182996,0,2211611,2211611,0,0
2022,62,320005,島根県,島根県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,18657148,5293773,3401134,0,-8675,20541112,14772383,0,5759403,794635,0,9326
2022,62,330001,岡山県,岡山県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,54433991,6332290,5573163,0,0,55193118,49991969,0,5201149,3398035,0,0
2022,62,340006,広島県,広島県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,113428336,28024862,20970109,0,2600,120485689,119488303,0,0,0,0,997386
2022,62,350001,山口県,山口県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,20407482,26937550,5021810,0,0,42323222,42300553,0,0,0,0,22669
2022,62,360007,徳島県,徳島県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,44936469,6819913,9401074,0,931,42356239,41600891,0,706514,0,0,48834
2022,62,370002,香川県,香川県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,19597557,12794376,2930134,0,0,29461799,29461799,0,0,0,0,0
2022,62,380008,愛媛県,愛媛県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,69311973,9561049,12195683,0,0,66677339,65181127,0,1496212,0,0,0
2022,62,390003,高知県,高知県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,17408954,2528977,4442286,0,43433,15539078,15305640,0,0,0,0,233438
2022,62,400009,福岡県,福岡県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,50806523,24687307,10208367,0,1740,65287203,46735456,0,18491986,3432064,0,59761
2022,62,410004,佐賀県,佐賀県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,37264877,8875361,7339041,0,0,38801197,38748729,0,0,0,0,52468
2022,62,420000,長崎県,長崎県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,43388338,14803542,4479260,0,1735,53714355,49432910,0,4281445,2283995,0,0
2022,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,48629926,7344302,11267146,0,-4543,44702539,35272767,0,9381010,5343342,0,48762
2022,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,49702970,5860461,9109744,0,1477865,47931552,23779257,0,23872754,8991640,0,279541
2022,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,70128241,10689149,8454300,0,-792356,71570734,59250267,0,12183636,1183636,0,136831
2022,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,74003024,16133520,14900366,0,2596,75238774,69692579,0,5514419,4430602,0,31776
2022,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,61881171,17814944,7268350,0,0,72427765,62565886,0,9861879,6153347,0,0
2022,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,4614282834,1655795131,1125087077,0,73880503,5218871391,4672960088,0,478776749,184858089,78313,67056241
